Id,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
4208,54,15.4,6.7,2.7,5.3,50.2,-0.2,-0.4,3.5,1.6,2.6,64.8,0.9,2.2,3.1,1.3,0.4,0.3,1.5,1
881,70,20.3,8.7,3.0,6.9,43.4,1.1,3.0,17.7,2.1,2.9,72.9,1.2,1.5,2.7,0.9,0.2,0.1,1.0,1
4883,41,30.9,17.4,6.1,14.9,40.3,0.7,2.2,50.0,3.7,4.7,79.1,0.6,1.7,2.3,4.5,1.2,-0.2,3.0,1
6868,69,38.5,17.3,6.5,14.4,43.9,0.5,1.3,7.5,3.9,5.9,65.6,3.5,5.8,9.0,2.9,1.1,0.5,2.5,1
11635,67,25.9,12.1,5.1,12.8,38.8,0.5,1.5,17.0,2.0,3.3,58.5,0.8,1.7,2.7,4.7,1.3,-0.3,2.5,1
2043,43,20.0,7.8,3.2,7.4,42.1,0.3,1.1,22.9,1.3,1.6,73.0,0.9,2.0,2.8,1.2,0.8,0.1,0.8,1
3271,75,22.1,8.0,3.0,7.1,43.7,0.3,0.8,-1.1,1.9,2.5,69.7,1.4,2.6,3.8,1.5,0.4,0.4,1.6,1
5558,84,29.7,12.8,4.8,12.3,38.6,0.3,0.8,39.4,2.3,2.9,77.7,0.4,3.2,3.1,4.8,1.0,0.1,3.1,1
3490,80,8.8,4.0,1.5,3.0,51.1,-0.4,-1.1,-11.7,1.3,1.9,61.8,1.4,1.8,3.1,0.7,0.4,0.6,1.2,1
1121,63,12.3,5.4,2.1,5.5,37.8,0.4,1.2,-2.2,1.1,1.5,79.5,0.4,1.4,1.8,1.0,0.2,0.1,0.9,0
5981,53,18.8,11.5,4.9,12.0,41.5,0.4,1.4,20.3,0.9,1.5,66.9,1.4,2.2,3.4,1.2,0.5,0.4,2.4,1
11518,43,7.2,3.7,1.3,2.7,48.0,-0.0,-0.1,5.7,0.8,0.9,81.6,0.7,1.8,2.6,0.1,0.1,0.2,0.6,1
2906,28,5.8,1.9,0.6,1.7,38.9,0.2,0.9,22.7,0.5,0.7,69.5,0.3,0.9,1.1,0.6,0.3,-0.1,0.7,1
8296,62,16.5,6.9,2.3,4.6,47.4,0.4,1.2,31.8,2.4,3.5,66.0,1.5,3.0,4.5,0.9,0.5,0.3,1.3,1
11434,64,15.8,4.1,1.6,4.0,40.7,0.5,1.5,8.2,0.8,1.5,60.1,1.0,1.8,2.7,1.4,0.8,0.2,0.8,0
7805,53,10.2,3.2,1.4,2.4,56.5,-0.8,-2.4,15.1,0.9,1.3,66.2,2.0,1.7,3.7,0.3,0.5,0.3,0.7,1
9614,39,16.2,5.9,2.0,4.4,44.1,0.6,1.7,30.9,1.4,1.7,81.2,0.5,2.0,2.5,0.9,0.4,0.2,1.6,1
2586,52,14.4,8.6,3.3,7.6,46.4,0.3,0.8,26.9,1.4,1.8,76.3,0.7,1.0,1.5,1.5,0.6,0.2,1.4,0
10171,76,23.0,6.9,2.4,6.0,38.9,0.3,0.8,35.6,1.6,2.0,80.8,0.4,1.4,1.9,1.0,0.9,0.2,0.8,1
7176,109,49.6,22.5,8.5,17.4,48.4,0.0,0.3,18.8,5.6,7.9,74.5,2.5,6.3,8.9,6.3,2.5,0.8,3.6,1
12790,44,3.6,1.5,0.6,1.7,35.7,-0.3,-0.3,22.2,0.3,0.3,86.2,0.2,0.3,0.4,0.1,0.0,-0.3,0.3,1
9335,63,21.6,11.6,4.1,9.6,42.9,0.9,2.2,34.1,2.6,3.2,81.1,0.4,2.2,2.6,2.0,0.9,0.2,1.9,1
4663,87,16.1,6.2,2.4,5.4,42.5,0.2,1.0,39.4,1.4,1.9,74.6,0.6,1.2,1.7,1.1,0.4,0.1,0.7,1
2110,74,23.3,9.1,2.9,8.0,37.2,0.8,2.4,48.9,1.8,2.1,83.5,0.7,3.2,3.8,3.9,0.6,0.2,2.0,1
11015,76,20.7,7.7,3.2,7.0,44.1,0.1,0.3,-4.5,1.8,3.1,52.6,2.6,4.1,6.5,0.5,0.3,0.7,1.5,1
12799,63,8.7,2.6,1.0,2.4,41.5,0.6,1.3,26.6,0.3,0.4,73.7,0.1,0.8,1.0,0.5,0.2,0.1,0.6,1
12371,65,24.7,10.1,4.2,9.0,45.9,0.7,2.0,14.9,1.4,1.8,82.2,1.0,3.0,4.3,3.3,0.7,0.2,1.9,1
1248,58,12.4,5.5,2.0,4.3,46.5,0.8,2.2,38.8,0.5,0.6,77.9,0.6,1.5,2.0,0.6,0.5,0.0,0.5,1
3463,68,29.0,14.8,6.5,13.7,47.3,0.4,1.3,15.7,1.9,2.8,64.0,1.4,1.9,3.3,3.2,0.8,0.2,2.0,1
13258,82,25.4,9.1,3.9,7.8,49.0,-0.0,0.1,9.6,1.6,1.9,94.0,0.9,2.3,3.3,1.3,0.7,0.4,1.2,1
2422,79,37.9,22.4,8.6,19.7,44.0,0.6,1.8,20.3,3.4,5.1,67.0,2.7,4.5,7.2,2.3,0.6,0.6,3.4,1
10324,58,22.3,9.9,3.9,8.5,46.1,0.5,1.4,25.7,1.7,2.5,68.2,0.5,1.2,1.8,2.0,0.9,-0.0,1.0,1
5271,51,13.5,4.8,1.7,3.9,42.4,0.7,2.0,46.3,0.6,0.5,103.8,0.1,0.5,0.6,1.8,0.4,-1.4,0.4,0
2585,90,17.8,7.8,2.5,5.0,48.3,0.3,0.9,30.1,2.8,4.1,70.8,2.0,1.8,3.5,1.1,1.0,0.2,1.6,1
8729,77,16.7,6.8,2.6,8.2,29.3,1.3,3.9,52.4,0.4,0.6,74.4,0.2,0.8,1.0,2.7,0.9,-0.1,1.2,1
770,65,28.0,7.1,2.8,7.4,36.0,0.2,0.8,27.1,1.4,2.0,76.5,1.0,2.9,4.1,2.2,0.6,0.3,1.8,0
5349,45,8.6,3.4,1.3,2.7,48.5,-0.2,-0.6,8.8,0.9,1.1,75.1,0.4,0.6,1.0,1.1,0.3,0.2,0.6,1
158,73,19.5,8.9,3.6,8.6,42.3,0.5,1.6,22.4,0.9,1.0,90.9,0.6,1.2,2.0,2.1,0.7,0.1,1.3,1
9224,43,7.0,1.8,0.7,1.8,44.4,0.1,0.2,17.0,0.2,0.3,78.3,0.1,0.4,0.5,0.4,0.3,-0.2,0.2,1
3176,74,29.6,13.4,5.8,12.2,48.8,-0.1,-0.3,-8.8,2.5,3.7,66.2,2.6,3.0,5.4,3.0,1.1,0.4,2.4,1
1306,35,4.4,1.2,0.5,1.5,36.3,0.2,0.8,26.9,0.0,0.0,62.8,0.1,0.4,0.6,0.1,0.0,0.3,0.1,1
13418,77,16.4,4.1,1.3,3.0,46.4,-0.2,-0.5,-10.5,1.7,2.4,72.2,0.8,1.4,2.5,0.5,0.9,0.1,0.8,1
11675,65,13.1,4.5,1.9,4.6,40.2,0.1,0.6,26.4,0.7,1.0,70.6,0.4,1.1,1.5,2.3,0.7,0.3,1.1,1
863,84,23.6,6.1,2.4,7.3,31.6,0.5,1.5,39.6,0.8,0.9,81.2,0.7,2.8,3.2,1.3,0.5,0.2,0.7,1
11039,63,20.0,5.8,2.2,4.7,46.5,0.6,2.0,38.2,1.2,1.3,85.0,0.5,1.7,2.2,2.3,0.7,0.2,1.0,1
10838,34,8.7,3.2,1.1,2.7,40.9,0.1,0.5,18.5,1.1,1.7,71.6,0.1,0.5,0.7,1.6,0.5,-0.4,0.6,0
13567,74,15.2,7.9,3.1,5.6,52.9,-0.0,-0.4,28.3,1.9,2.7,68.0,1.0,1.1,2.0,1.5,0.4,0.1,2.0,1
9582,62,9.7,3.9,1.4,3.2,43.8,-0.0,0.3,12.4,1.0,1.4,78.1,0.6,1.5,2.2,0.3,0.3,0.3,0.5,1
4803,76,10.6,5.3,2.1,5.9,35.7,0.3,0.8,35.0,0.8,1.1,69.5,0.3,1.2,1.5,1.9,0.2,0.0,1.0,1
13728,72,7.6,3.4,1.4,3.3,44.7,-0.2,-0.7,24.2,0.5,0.7,73.4,0.4,0.5,0.9,0.5,0.2,0.2,0.5,1
3824,63,28.5,7.1,3.2,5.7,55.4,-0.0,0.1,-0.1,1.2,1.7,72.1,1.9,5.2,7.3,1.9,0.8,0.5,1.9,0
5867,67,13.7,4.9,1.9,4.4,41.5,0.3,0.6,17.8,1.0,1.4,71.3,0.1,0.8,1.0,1.8,0.8,-0.4,1.0,1
13204,29,5.8,1.6,0.6,1.8,36.9,0.0,0.2,20.3,0.1,0.1,90.7,0.1,0.7,0.8,0.0,0.0,-0.1,0.1,0
5573,65,15.5,5.5,2.2,4.7,46.1,-0.1,-0.0,13.3,1.1,1.4,79.8,0.3,0.8,1.0,3.9,0.6,-0.2,1.5,1
9026,86,20.8,8.2,2.7,6.7,40.6,0.9,2.8,53.5,1.5,1.8,83.4,0.5,2.2,2.6,1.7,0.9,-0.1,0.9,0
12304,54,10.7,2.7,1.2,3.0,38.5,0.1,0.7,17.0,0.4,0.5,79.8,0.2,0.6,0.8,1.0,0.4,0.1,0.5,1
10885,85,27.5,12.6,4.2,9.4,42.9,0.6,1.9,25.5,3.1,3.5,94.2,1.0,2.4,3.2,4.6,1.0,0.1,2.3,1
13300,31,11.7,2.5,1.0,2.6,36.3,0.4,1.3,28.9,0.3,0.5,75.6,0.3,0.9,1.2,1.1,0.5,0.1,0.5,1
9919,78,10.5,4.7,1.6,5.4,29.4,1.2,3.7,46.3,0.6,0.6,95.0,0.1,0.5,0.7,1.7,0.4,-0.2,0.7,1
2251,44,14.2,4.4,1.9,4.0,46.8,0.4,1.1,44.8,0.4,0.5,79.3,0.4,1.1,1.5,1.8,1.3,0.3,1.2,1
8025,74,25.7,11.4,4.2,9.4,44.4,0.9,2.1,35.5,1.9,2.8,69.3,0.5,2.6,3.2,2.2,0.7,0.2,1.9,1
1752,50,6.6,0.9,0.4,1.0,36.2,0.5,1.3,28.7,0.1,0.2,50.4,0.3,1.0,1.2,0.3,0.2,0.0,0.3,1
363,47,9.5,3.9,1.5,3.5,44.3,0.6,2.0,18.9,0.5,0.7,67.1,0.2,0.7,1.0,1.8,0.8,0.1,0.8,1
8503,54,19.9,4.5,1.7,4.6,35.3,0.7,1.8,38.5,1.0,1.2,74.9,0.7,2.0,2.8,1.5,0.9,0.1,1.0,0
2089,57,21.3,6.1,2.5,5.7,44.8,0.6,2.0,5.1,0.9,1.3,72.5,1.9,3.0,5.0,1.1,0.6,0.5,1.3,1
10722,76,22.6,10.0,3.7,7.9,46.7,-0.1,-0.1,11.5,2.5,3.9,65.0,1.2,2.5,3.6,4.3,0.9,0.3,2.8,0
8486,63,18.5,7.3,2.9,5.1,54.5,0.2,0.4,4.4,1.5,2.5,56.9,1.8,4.1,6.2,0.2,0.3,1.1,1.1,0
4301,79,25.5,9.4,3.1,7.0,45.1,0.6,2.0,14.7,2.8,3.9,83.8,0.5,1.2,1.8,4.1,1.7,0.1,1.8,1
7228,64,10.6,4.2,1.5,3.3,47.0,-0.2,-0.2,-10.7,1.0,1.8,57.0,0.4,1.3,1.7,0.6,0.3,0.1,0.7,1
3932,72,23.3,15.3,5.9,13.1,45.9,1.1,3.3,24.1,1.9,2.3,92.2,0.2,1.0,1.5,2.9,0.5,0.0,2.4,0
5467,29,6.7,2.8,1.0,2.9,37.2,0.7,2.4,24.0,0.6,0.6,86.5,0.3,0.4,0.7,0.3,0.3,0.1,0.2,0
11996,63,17.8,11.1,4.1,10.7,34.3,0.4,1.2,42.6,2.1,3.0,78.8,1.0,1.7,2.6,2.7,0.9,-0.1,2.0,1
2449,51,7.9,2.1,0.8,1.8,42.9,0.0,0.0,13.6,0.4,0.6,60.4,0.3,0.7,1.0,0.4,0.3,-0.0,0.6,1
6548,62,15.2,4.5,1.7,4.0,39.7,0.3,0.9,12.3,1.2,2.0,61.7,1.0,1.9,2.9,2.2,1.0,0.4,1.5,1
1637,87,23.9,7.9,3.5,6.9,50.9,0.2,0.3,11.9,1.1,1.6,70.9,1.7,2.9,4.8,0.8,0.3,0.3,1.3,1
3405,89,31.6,16.9,6.6,15.6,42.5,0.5,1.7,33.0,3.0,4.2,75.0,1.3,3.2,4.4,3.6,2.4,0.2,2.2,1
6393,93,34.0,12.5,4.6,9.9,47.0,-0.2,-0.3,18.3,3.4,4.4,75.6,3.3,5.2,8.5,1.4,0.8,0.4,1.9,1
3292,51,9.7,3.8,1.5,3.5,44.2,-0.2,-0.4,8.7,0.9,1.2,70.9,0.6,0.8,1.4,0.8,0.6,0.1,0.7,1
9880,60,6.9,2.3,0.9,2.4,40.9,0.2,0.5,14.8,0.2,0.3,69.1,0.2,0.5,0.7,0.2,0.2,0.1,0.4,1
10427,70,15.1,6.2,2.3,5.1,44.9,0.3,1.0,19.0,0.8,0.9,90.7,0.4,1.6,2.0,2.5,0.7,0.2,1.5,0
11541,50,5.6,1.4,0.5,1.5,36.4,0.0,0.5,-3.1,0.2,0.2,68.6,0.1,0.2,0.4,1.5,0.4,-0.3,0.3,1
4725,72,26.3,13.3,4.9,11.8,40.5,0.7,2.2,23.4,2.4,2.9,78.7,1.3,1.7,3.0,4.5,0.9,0.2,1.6,1
4734,93,40.6,18.0,6.7,14.6,47.9,0.6,1.7,24.2,3.3,4.0,82.7,0.6,2.4,2.9,8.7,2.6,-0.0,2.9,1
13525,84,23.1,7.3,2.9,6.4,42.8,-0.3,-0.8,11.2,1.4,2.3,70.0,1.8,3.3,5.1,1.9,0.7,0.4,1.8,1
8914,53,10.5,2.2,0.8,2.1,40.2,-0.4,-0.7,24.1,0.7,1.0,73.1,0.5,1.3,1.9,0.8,0.5,0.0,0.3,0
12590,44,20.2,7.3,2.7,6.4,41.7,0.3,0.8,6.6,1.1,1.5,73.6,0.9,2.5,3.4,1.4,0.7,0.4,1.3,0
2485,68,28.1,12.3,5.0,11.5,44.0,0.4,1.3,40.4,1.8,2.5,73.9,3.0,4.9,7.8,3.1,1.3,0.4,2.2,1
12085,57,13.8,3.6,1.2,2.8,44.8,0.2,0.4,1.0,0.9,1.0,92.9,0.8,1.9,2.8,0.7,0.7,0.1,0.6,1
7533,66,22.8,7.8,2.5,6.5,38.3,0.3,0.8,38.5,2.3,2.7,90.3,0.4,2.2,2.6,2.6,0.7,0.0,1.3,1
2260,44,6.9,1.6,0.5,1.7,30.9,0.5,1.6,31.9,0.2,0.3,79.6,0.0,0.3,0.3,2.0,0.2,-5.2,0.6,0
7482,70,22.4,13.5,4.6,9.0,49.8,0.2,0.5,37.1,3.9,5.8,69.7,1.9,3.4,5.2,0.9,1.1,0.6,1.6,1
13113,82,16.1,6.9,2.7,6.4,41.7,-0.0,0.2,-2.6,1.7,2.8,61.3,2.2,3.0,5.3,1.1,0.4,0.4,0.9,1
12404,59,25.7,8.4,3.2,6.8,43.4,0.6,1.5,37.3,1.6,2.4,69.0,1.8,3.8,5.9,1.8,1.2,0.5,1.8,1
13778,65,17.6,4.7,1.9,3.7,49.9,0.0,-0.1,10.4,1.0,1.1,81.7,1.1,2.1,3.5,0.5,0.4,0.4,1.0,1
6793,57,19.1,9.7,3.9,10.2,37.8,0.8,2.5,40.2,1.0,1.3,71.9,0.4,2.0,2.5,1.2,0.5,0.4,1.0,1
1565,79,19.5,6.0,2.4,5.2,46.4,0.7,1.6,18.8,0.7,1.4,49.6,0.9,2.0,3.0,0.9,0.2,-0.4,0.8,1
7565,70,34.5,12.3,4.7,9.8,48.4,0.8,2.1,28.1,1.7,2.8,71.0,1.4,3.9,5.6,4.1,1.5,0.6,2.5,1
6700,58,29.6,11.6,4.2,11.2,36.1,1.1,3.3,50.1,1.8,2.6,75.1,0.9,2.4,3.3,2.4,1.1,0.3,2.0,0
2470,85,39.4,12.6,5.2,11.8,43.2,0.8,2.1,26.3,1.8,2.8,61.6,1.4,4.1,5.6,3.1,0.9,0.5,2.5,1
3969,76,24.5,4.1,1.5,4.2,37.6,0.8,2.7,5.2,0.6,1.0,49.7,1.1,2.1,3.1,1.6,0.8,0.4,1.3,1
5850,51,16.1,5.1,1.7,4.5,38.8,0.4,1.5,32.6,1.0,1.5,74.0,0.6,1.5,2.1,2.2,0.6,0.1,1.2,1
5870,53,20.0,4.6,1.5,3.0,49.4,0.6,1.9,34.8,1.1,1.5,73.3,0.3,2.8,3.0,2.1,0.7,0.2,0.7,1
12398,50,7.7,2.2,0.9,2.9,32.6,-0.2,-0.2,7.5,0.3,0.4,71.5,0.1,0.3,0.5,1.0,0.3,-0.2,0.7,1
5803,58,22.9,13.7,5.0,12.4,42.3,0.7,2.1,35.2,2.2,3.2,73.1,1.7,1.8,3.5,1.2,1.0,0.3,1.3,1
10134,90,35.8,18.6,6.7,15.1,46.0,0.4,1.1,26.5,4.3,5.5,76.5,2.2,4.5,6.8,2.2,0.9,0.3,2.3,1
9400,48,15.2,6.2,2.3,5.4,42.9,0.6,1.9,25.0,1.0,1.3,73.1,0.3,1.3,1.7,1.3,0.8,-0.0,1.0,1
9974,77,24.6,6.7,2.5,4.7,51.9,0.3,0.6,-0.3,1.3,2.0,68.3,2.1,3.4,5.9,2.1,1.0,0.5,1.3,1
8940,49,15.2,5.2,2.0,5.2,37.4,0.3,1.0,14.2,1.1,1.5,70.3,0.2,1.0,1.1,2.4,0.7,0.1,1.4,1
1218,51,13.7,4.4,2.0,4.6,41.8,-0.0,0.1,6.4,0.8,1.3,61.7,1.3,1.3,2.4,1.0,0.6,0.6,1.1,1
6182,44,8.9,2.5,0.8,1.9,43.7,0.5,1.1,30.0,0.6,0.9,74.8,0.4,0.5,0.9,0.7,0.3,0.1,0.7,1
10525,86,26.1,11.7,4.7,12.4,37.1,0.4,1.0,46.7,2.1,2.4,81.1,0.7,1.6,2.2,4.5,1.1,0.0,3.9,1
11885,47,8.1,2.8,0.9,2.6,36.2,0.5,1.6,2.5,0.7,0.8,78.2,0.1,0.4,0.6,0.7,0.2,-1.4,0.6,1
5738,41,7.9,2.2,0.9,2.4,34.8,0.9,2.6,26.6,0.3,0.3,83.0,0.0,0.3,0.4,2.1,0.6,-1.9,0.4,0
6912,93,19.6,8.1,3.4,8.8,37.7,0.5,1.6,35.9,1.1,1.3,84.3,0.3,1.8,2.2,4.3,0.8,0.2,2.0,1
4610,60,7.5,3.5,1.1,2.7,44.6,0.6,1.5,26.1,0.6,0.9,68.0,0.4,0.7,1.1,0.4,0.2,-0.3,0.6,1
1481,79,24.8,14.2,5.2,11.6,45.5,0.2,0.9,10.0,4.0,5.3,84.7,1.8,1.9,3.7,3.6,1.5,0.3,3.3,1
7319,37,4.0,0.9,0.4,1.0,38.2,-0.4,-1.0,2.3,0.1,0.1,76.5,0.0,0.2,0.3,0.9,0.1,-0.3,0.2,1
659,61,18.3,7.2,2.4,6.3,37.8,0.3,1.2,11.6,1.9,2.6,72.8,1.2,4.4,5.8,0.3,0.5,0.5,0.8,1
5260,82,27.4,11.7,4.6,9.5,49.2,0.2,0.5,20.8,1.9,2.7,73.6,2.0,2.9,5.2,1.5,0.5,0.3,2.0,1
8426,65,15.2,5.0,2.1,3.4,59.9,0.2,0.4,10.8,0.8,1.4,53.8,1.4,2.0,3.5,0.4,0.2,1.0,0.4,1
569,77,16.0,9.5,3.5,6.1,57.1,0.2,0.5,15.0,2.4,3.2,79.7,2.6,4.3,6.7,0.6,0.3,0.4,1.3,1
258,40,12.7,5.8,2.4,5.3,43.0,0.1,0.4,0.2,1.1,1.7,64.4,1.0,1.8,3.0,0.5,0.1,0.0,0.9,1
12372,60,11.2,6.2,2.2,5.4,41.4,0.2,0.8,36.7,1.2,1.6,76.9,0.2,0.4,0.7,1.5,0.4,-0.7,1.3,1
1511,45,10.8,2.5,0.9,2.4,37.6,0.7,2.0,35.3,0.3,0.3,82.5,0.1,1.2,1.1,0.8,0.3,0.1,0.6,1
11086,54,15.1,3.9,1.5,3.5,45.1,0.4,1.0,23.4,0.3,0.7,53.4,0.8,2.2,3.1,0.7,0.5,0.3,0.5,1
6724,50,28.5,12.7,4.9,10.6,48.2,-0.2,-0.1,12.3,2.9,4.3,67.5,3.0,3.7,6.5,3.0,1.0,0.3,2.4,1
10847,62,8.5,2.4,0.8,2.3,35.4,-0.3,-0.8,15.2,0.9,1.5,61.6,0.5,1.0,1.3,0.9,0.3,0.2,1.3,0
6615,62,15.3,2.8,1.0,2.1,48.9,0.4,0.8,24.5,0.8,1.2,69.7,0.9,2.4,3.3,0.8,0.7,0.6,0.7,1
12217,100,45.7,27.0,11.2,21.0,58.6,0.6,1.6,15.4,4.9,6.4,85.9,2.1,4.1,6.3,2.0,0.5,0.2,2.8,1
265,45,15.1,5.3,1.9,4.3,43.1,0.4,1.1,15.6,1.2,2.0,59.4,1.2,1.6,2.6,1.5,0.4,0.1,1.3,1
596,48,22.8,8.8,3.1,7.5,44.1,0.4,1.1,9.4,2.6,4.4,53.7,2.6,2.9,5.6,0.9,0.7,0.5,1.6,1
3157,62,9.0,3.0,1.1,2.8,41.5,0.3,0.6,29.4,0.6,0.6,84.8,0.2,0.9,1.1,0.3,0.1,-0.2,0.8,1
6880,80,33.1,10.5,4.0,8.7,45.0,0.8,2.1,37.0,1.1,1.6,71.0,1.4,3.8,5.4,2.4,0.8,0.3,1.3,1
2691,54,13.1,5.8,2.4,6.2,38.4,-0.0,0.1,17.8,0.9,1.4,63.4,0.7,0.9,1.6,1.1,0.8,0.1,1.3,0
4658,64,14.6,6.1,2.1,3.9,49.5,0.3,0.7,12.0,1.7,2.4,73.7,2.1,2.8,4.9,0.2,0.3,0.3,0.5,1
13619,73,13.2,5.0,2.0,4.4,44.5,0.7,2.1,33.2,0.5,0.6,77.0,0.2,0.7,1.0,2.0,0.3,0.1,1.0,1
6660,35,15.0,6.8,2.0,6.2,29.7,1.1,3.2,56.3,1.6,1.5,105.3,0.1,0.6,0.6,3.1,0.6,-1.2,1.3,1
12950,47,6.9,2.3,0.9,2.5,32.3,0.2,0.5,-0.8,0.5,0.6,75.5,0.0,0.3,0.4,1.5,0.1,-0.3,0.9,1
1804,61,26.2,11.4,4.7,13.0,33.4,0.2,1.0,8.5,2.0,3.0,67.6,2.2,2.8,4.6,1.7,0.6,0.4,1.9,1
8379,74,20.4,6.3,2.1,5.5,39.6,0.8,2.6,29.6,1.4,1.5,90.5,0.2,1.0,1.2,3.4,0.7,0.0,1.3,1
3534,47,12.5,4.5,2.0,6.1,32.6,0.5,1.4,30.7,0.3,0.6,67.8,0.4,0.9,1.2,1.6,0.6,-0.1,1.3,1
5184,58,12.6,4.7,1.9,4.9,39.0,0.7,2.1,20.8,0.5,0.8,68.3,0.5,1.0,1.5,1.2,0.3,0.1,0.7,1
11366,63,8.6,3.1,1.3,2.8,43.7,-0.2,-0.3,6.0,0.5,0.8,70.6,0.4,0.6,1.0,0.5,0.5,0.2,0.5,1
2527,53,8.2,2.4,1.1,2.4,43.6,-0.5,-1.1,7.5,0.4,0.6,74.2,1.7,1.0,2.2,0.2,0.1,0.2,0.3,1
5069,42,19.6,9.3,3.4,9.8,32.8,0.5,2.0,12.5,1.7,3.2,44.7,0.7,1.9,2.7,3.3,1.3,0.4,2.7,1
2783,84,9.6,3.8,1.6,3.1,47.8,-0.3,-0.7,24.0,1.0,1.5,64.8,0.8,1.0,1.7,1.2,0.4,0.2,1.0,1
5571,88,14.3,3.9,1.4,3.2,43.4,0.4,1.1,-9.9,1.0,1.3,69.6,2.8,2.1,4.3,0.8,0.4,0.5,1.0,1
1108,87,15.3,5.1,1.8,4.1,44.4,-0.3,-0.5,-17.3,1.5,2.5,62.8,0.9,1.7,2.6,2.2,0.6,0.1,1.6,1
2893,93,28.7,10.2,3.6,7.9,46.5,0.3,1.2,24.6,3.3,4.8,68.2,1.8,4.8,6.7,1.6,0.8,0.9,2.2,1
12734,65,14.0,5.1,2.1,5.0,43.5,0.3,0.8,13.3,0.7,0.9,75.6,0.9,1.4,2.4,1.7,0.7,0.3,0.8,1
9457,89,14.1,4.9,1.8,3.3,51.3,0.1,0.2,19.8,1.2,1.6,72.3,1.2,2.0,3.0,1.1,0.5,0.2,1.5,1
11339,75,33.2,13.0,5.5,10.6,54.0,-0.6,-1.5,4.8,2.2,3.6,66.7,2.8,5.1,7.9,3.6,2.1,0.4,1.8,1
337,61,10.7,4.3,1.7,3.5,47.7,-0.5,-1.3,-15.3,1.1,1.5,71.2,0.8,1.7,2.6,0.5,0.3,0.2,0.6,1
5221,65,15.8,7.8,3.3,7.0,46.1,-0.1,-0.1,29.1,1.4,1.7,80.9,0.7,1.3,2.3,2.3,0.7,0.3,1.5,1
8735,70,13.0,4.4,1.6,3.7,43.3,0.1,0.5,12.1,1.1,1.7,67.8,1.0,1.5,2.6,0.4,0.8,0.5,0.5,1
1766,56,12.4,4.5,1.9,5.0,38.2,-0.1,-0.2,0.1,0.9,1.8,45.4,0.8,1.7,2.5,0.5,0.4,0.2,1.0,1
4945,57,12.1,4.4,1.6,3.7,43.9,0.2,0.8,30.6,0.6,0.9,75.9,1.0,1.7,2.7,0.4,0.3,0.3,0.5,0
3181,53,13.1,3.8,1.4,3.1,45.3,0.3,0.8,28.6,0.8,1.0,73.2,0.4,1.3,1.6,1.9,0.6,0.4,0.9,1
700,88,28.6,19.6,7.9,13.8,61.6,-0.0,-0.2,8.5,3.6,6.1,55.9,4.3,7.7,12.3,0.6,0.7,6.5,2.9,1
5469,67,29.7,13.8,5.3,13.5,38.1,0.6,1.9,40.7,2.2,3.1,72.2,0.5,2.1,2.5,2.5,1.6,0.1,2.2,1
6891,56,9.9,3.8,1.5,3.3,44.4,0.3,0.9,39.1,0.5,0.6,72.2,0.3,0.8,1.2,2.0,0.5,-0.8,0.6,1
1647,73,29.5,11.2,4.2,10.4,38.8,0.3,1.5,30.9,2.4,3.1,81.4,0.9,2.3,3.2,2.7,1.1,0.3,2.4,1
13504,65,15.2,7.1,2.4,5.6,44.4,0.5,1.5,27.9,1.7,2.3,75.8,0.6,1.9,2.5,1.6,0.4,0.3,1.5,1
9720,55,11.7,4.4,1.7,3.4,49.5,0.2,0.4,-0.0,0.9,1.3,71.7,0.8,1.1,1.9,0.3,0.3,0.0,0.8,1
2808,60,8.4,3.5,1.4,2.8,47.7,-0.3,-1.2,12.1,1.0,1.5,66.2,1.1,1.3,2.3,0.1,0.2,0.2,0.8,1
5607,67,20.3,8.9,3.4,7.9,42.2,0.4,1.4,29.7,1.7,2.1,77.3,1.3,3.2,4.9,1.1,1.0,0.3,1.0,1
475,46,10.2,2.3,1.0,2.2,45.0,-0.0,-0.3,22.4,0.3,0.5,61.9,0.9,2.0,2.8,0.6,0.1,0.3,0.4,1
5265,32,11.2,7.2,2.4,6.2,39.8,0.7,2.0,55.3,1.7,2.1,80.2,0.1,0.5,0.7,1.6,0.7,-0.2,1.3,1
4729,69,15.5,4.3,1.8,3.1,55.2,0.2,0.2,18.8,0.7,1.4,50.5,1.3,3.0,4.5,1.3,0.5,0.3,1.3,1
7697,51,17.6,5.6,2.6,5.7,47.0,-0.0,0.1,12.3,0.6,1.0,56.9,2.9,3.2,6.0,0.1,0.3,1.7,0.7,1
5814,62,14.9,9.1,3.1,7.8,40.7,0.4,1.2,30.6,2.0,2.5,75.8,0.7,1.0,1.7,1.3,0.6,-0.2,1.1,1
1282,78,21.2,10.5,3.9,7.5,52.5,0.1,0.5,2.6,2.5,3.1,83.6,2.5,4.1,6.8,0.7,1.2,2.1,1.2,1
7106,96,47.8,18.2,6.2,14.7,43.2,1.0,2.7,60.0,3.7,4.2,95.0,0.9,4.3,4.9,8.3,1.5,0.2,4.0,1
6391,77,30.0,10.6,4.3,10.1,41.4,0.6,1.9,37.2,1.4,1.9,68.5,1.9,3.9,5.8,1.8,0.9,0.2,0.8,1
